CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0022000004433403RW1P;11/07/2022;11;0,139;R
ES0022000004433403RW1P;11/07/2022;12;0,132;R
ES0022000004433403RW1P;11/07/2022;13;0,128;R
ES0022000004433403RW1P;11/07/2022;14;0,132;R
ES0022000004433403RW1P;11/07/2022;15;0,121;R
ES0022000004433403RW1P;11/07/2022;16;0,138;R
ES0022000004433403RW1P;11/07/2022;17;0,173;R
ES0022000004433403RW1P;11/07/2022;18;0,325;R
ES0022000004433403RW1P;11/07/2022;19;0,189;R
ES0022000004433403RW1P;11/07/2022;20;0,276;R
ES0022000004433403RW1P;11/07/2022;21;1,063;R
ES0022000004433403RW1P;11/07/2022;22;0,548;R
ES0022000004433403RW1P;11/07/2022;23;0,185;R
ES0022000004433403RW1P;11/07/2022;24;0,203;R
ES0022000004433403RW1P;12/07/2022;1;0,215;R
ES0022000004433403RW1P;12/07/2022;2;0,213;R
ES0022000004433403RW1P;12/07/2022;3;0,190;R
ES0022000004433403RW1P;12/07/2022;4;0,237;R
ES0022000004433403RW1P;12/07/2022;5;0,188;R
ES0022000004433403RW1P;12/07/2022;6;0,162;R
ES0022000004433403RW1P;12/07/2022;7;0,199;R
ES0022000004433403RW1P;12/07/2022;8;0,237;R
ES0022000004433403RW1P;12/07/2022;9;0,151;R
ES0022000004433403RW1P;12/07/2022;10;0,130;R
ES0022000004433403RW1P;12/07/2022;11;0,129;R
ES0022000004433403RW1P;12/07/2022;12;0,136;R
ES0022000004433403RW1P;12/07/2022;13;0,157;R
ES0022000004433403RW1P;12/07/2022;14;0,141;R
ES0022000004433403RW1P;12/07/2022;15;0,122;R
ES0022000004433403RW1P;12/07/2022;16;0,190;R
ES0022000004433403RW1P;12/07/2022;17;0,416;R
ES0022000004433403RW1P;12/07/2022;18;0,501;R
ES0022000004433403RW1P;12/07/2022;19;0,942;R
ES0022000004433403RW1P;12/07/2022;20;0,744;R
ES0022000004433403RW1P;12/07/2022;21;0,493;R
ES0022000004433403RW1P;12/07/2022;22;0,636;R
ES0022000004433403RW1P;12/07/2022;23;0,452;R
ES0022000004433403RW1P;12/07/2022;24;0,306;R
ES0022000004433403RW1P;13/07/2022;1;0,258;R
ES0022000004433403RW1P;13/07/2022;2;0,224;R
ES0022000004433403RW1P;13/07/2022;3;0,219;R
ES0022000004433403RW1P;13/07/2022;4;0,228;R
ES0022000004433403RW1P;13/07/2022;5;0,220;R
ES0022000004433403RW1P;13/07/2022;6;0,218;R
ES0022000004433403RW1P;13/07/2022;7;0,276;R
ES0022000004433403RW1P;13/07/2022;8;0,294;R
ES0022000004433403RW1P;13/07/2022;9;0,237;R
ES0022000004433403RW1P;13/07/2022;10;0,233;R
ES0022000004433403RW1P;13/07/2022;11;0,189;R
ES0022000004433403RW1P;13/07/2022;12;0,199;R
ES0022000004433403RW1P;13/07/2022;13;0,181;R
ES0022000004433403RW1P;13/07/2022;14;0,174;R
ES0022000004433403RW1P;13/07/2022;15;0,187;R
ES0022000004433403RW1P;13/07/2022;16;0,178;R
ES0022000004433403RW1P;13/07/2022;17;0,203;R
ES0022000004433403RW1P;13/07/2022;18;0,231;R
ES0022000004433403RW1P;13/07/2022;19;0,232;R
ES0022000004433403RW1P;13/07/2022;20;0,380;R
ES0022000004433403RW1P;13/07/2022;21;0,774;R
ES0022000004433403RW1P;13/07/2022;22;0,333;R
ES0022000004433403RW1P;13/07/2022;23;0,320;R
ES0022000004433403RW1P;13/07/2022;24;0,317;R
ES0022000004433403RW1P;14/07/2022;1;0,269;R
ES0022000004433403RW1P;14/07/2022;2;0,246;R
ES0022000004433403RW1P;14/07/2022;3;0,236;R
ES0022000004433403RW1P;14/07/2022;4;0,234;R
ES0022000004433403RW1P;14/07/2022;5;0,244;R
ES0022000004433403RW1P;14/07/2022;6;0,236;R
ES0022000004433403RW1P;14/07/2022;7;0,303;R
ES0022000004433403RW1P;14/07/2022;8;0,352;R
ES0022000004433403RW1P;14/07/2022;9;0,167;R
ES0022000004433403RW1P;14/07/2022;10;0,147;R
ES0022000004433403RW1P;14/07/2022;11;0,126;R
ES0022000004433403RW1P;14/07/2022;12;0,144;R
ES0022000004433403RW1P;14/07/2022;13;0,131;R
ES0022000004433403RW1P;14/07/2022;14;0,138;R
ES0022000004433403RW1P;14/07/2022;15;0,144;R
ES0022000004433403RW1P;14/07/2022;16;0,139;R
ES0022000004433403RW1P;14/07/2022;17;0,434;R
ES0022000004433403RW1P;14/07/2022;18;0,388;R
ES0022000004433403RW1P;14/07/2022;19;0,350;R
ES0022000004433403RW1P;14/07/2022;20;0,391;R
ES0022000004433403RW1P;14/07/2022;21;1,111;R
ES0022000004433403RW1P;14/07/2022;22;1,098;R
ES0022000004433403RW1P;14/07/2022;23;0,347;R
ES0022000004433403RW1P;14/07/2022;24;0,280;R
ES0022000004433403RW1P;15/07/2022;1;0,248;R
ES0022000004433403RW1P;15/07/2022;2;0,231;R
ES0022000004433403RW1P;15/07/2022;3;0,291;R
ES0022000004433403RW1P;15/07/2022;4;0,245;R
ES0022000004433403RW1P;15/07/2022;5;0,227;R
ES0022000004433403RW1P;15/07/2022;6;0,224;R
ES0022000004433403RW1P;15/07/2022;7;0,287;R
ES0022000004433403RW1P;15/07/2022;8;0,334;R
ES0022000004433403RW1P;15/07/2022;9;0,148;R
ES0022000004433403RW1P;15/07/2022;10;0,148;R
ES0022000004433403RW1P;15/07/2022;11;0,143;R
ES0022000004433403RW1P;15/07/2022;12;0,137;R
ES0022000004433403RW1P;15/07/2022;13;0,132;R
ES0022000004433403RW1P;15/07/2022;14;0,171;R
ES0022000004433403RW1P;15/07/2022;15;0,199;R
ES0022000004433403RW1P;15/07/2022;16;0,180;R
ES0022000004433403RW1P;15/07/2022;17;0,195;R
ES0022000004433403RW1P;15/07/2022;18;0,173;R
ES0022000004433403RW1P;15/07/2022;19;0,170;R
ES0022000004433403RW1P;15/07/2022;20;0,212;R
ES0022000004433403RW1P;15/07/2022;21;0,223;R
ES0022000004433403RW1P;15/07/2022;22;0,222;R
ES0022000004433403RW1P;15/07/2022;23;0,406;R
ES0022000004433403RW1P;15/07/2022;24;0,256;R
ES0022000004433403RW1P;16/07/2022;1;0,181;R
ES0022000004433403RW1P;16/07/2022;2;0,145;R
ES0022000004433403RW1P;16/07/2022;3;0,142;R
ES0022000004433403RW1P;16/07/2022;4;0,166;R
ES0022000004433403RW1P;16/07/2022;5;0,170;R
ES0022000004433403RW1P;16/07/2022;6;0,172;R
ES0022000004433403RW1P;16/07/2022;7;0,170;R
ES0022000004433403RW1P;16/07/2022;8;0,168;R
ES0022000004433403RW1P;16/07/2022;9;0,168;R
ES0022000004433403RW1P;16/07/2022;10;0,329;R
ES0022000004433403RW1P;16/07/2022;11;0,264;R
ES0022000004433403RW1P;16/07/2022;12;0,375;R
ES0022000004433403RW1P;16/07/2022;13;1,130;R
ES0022000004433403RW1P;16/07/2022;14;1,391;R
ES0022000004433403RW1P;16/07/2022;15;0,449;R
ES0022000004433403RW1P;16/07/2022;16;0,375;R
ES0022000004433403RW1P;16/07/2022;17;0,388;R
ES0022000004433403RW1P;16/07/2022;18;0,366;R
ES0022000004433403RW1P;16/07/2022;19;0,285;R
ES0022000004433403RW1P;16/07/2022;20;0,264;R
ES0022000004433403RW1P;16/07/2022;21;0,212;R
ES0022000004433403RW1P;16/07/2022;22;0,233;R
ES0022000004433403RW1P;16/07/2022;23;0,412;R
ES0022000004433403RW1P;16/07/2022;24;0,701;R
ES0022000004433403RW1P;17/07/2022;1;0,894;R
ES0022000004433403RW1P;17/07/2022;2;0,604;R
ES0022000004433403RW1P;17/07/2022;3;0,231;R
ES0022000004433403RW1P;17/07/2022;4;0,225;R
ES0022000004433403RW1P;17/07/2022;5;0,213;R
ES0022000004433403RW1P;17/07/2022;6;0,204;R
ES0022000004433403RW1P;17/07/2022;7;0,184;R
ES0022000004433403RW1P;17/07/2022;8;0,179;R
ES0022000004433403RW1P;17/07/2022;9;0,186;R
ES0022000004433403RW1P;17/07/2022;10;0,292;R
ES0022000004433403RW1P;17/07/2022;11;0,134;R
ES0022000004433403RW1P;17/07/2022;12;0,305;R
ES0022000004433403RW1P;17/07/2022;13;1,452;R
ES0022000004433403RW1P;17/07/2022;14;1,022;R
ES0022000004433403RW1P;17/07/2022;15;0,434;R
ES0022000004433403RW1P;17/07/2022;16;0,331;R
ES0022000004433403RW1P;17/07/2022;17;0,321;R
ES0022000004433403RW1P;17/07/2022;18;0,367;R
ES0022000004433403RW1P;17/07/2022;19;0,438;R
ES0022000004433403RW1P;17/07/2022;20;0,390;R
ES0022000004433403RW1P;17/07/2022;21;0,557;R
ES0022000004433403RW1P;17/07/2022;22;1,027;R
ES0022000004433403RW1P;17/07/2022;23;0,655;R
ES0022000004433403RW1P;17/07/2022;24;0,317;R
ES0022000004433403RW1P;18/07/2022;1;0,319;R
ES0022000004433403RW1P;18/07/2022;2;0,241;R
ES0022000004433403RW1P;18/07/2022;3;0,200;R
ES0022000004433403RW1P;18/07/2022;4;0,178;R
ES0022000004433403RW1P;18/07/2022;5;0,177;R
ES0022000004433403RW1P;18/07/2022;6;0,161;R
ES0022000004433403RW1P;18/07/2022;7;0,217;R
ES0022000004433403RW1P;18/07/2022;8;0,354;R
ES0022000004433403RW1P;18/07/2022;9;0,128;R
ES0022000004433403RW1P;18/07/2022;10;0,137;R
ES0022000004433403RW1P;18/07/2022;11;0,123;R
ES0022000004433403RW1P;18/07/2022;12;0,140;R
ES0022000004433403RW1P;18/07/2022;13;0,130;R
ES0022000004433403RW1P;18/07/2022;14;0,193;R
ES0022000004433403RW1P;18/07/2022;15;0,171;R
ES0022000004433403RW1P;18/07/2022;16;0,180;R
ES0022000004433403RW1P;18/07/2022;17;0,249;R
ES0022000004433403RW1P;18/07/2022;18;0,269;R
ES0022000004433403RW1P;18/07/2022;19;0,296;R
ES0022000004433403RW1P;18/07/2022;20;0,317;R
ES0022000004433403RW1P;18/07/2022;21;0,594;R
ES0022000004433403RW1P;18/07/2022;22;0,793;R
ES0022000004433403RW1P;18/07/2022;23;0,640;R
ES0022000004433403RW1P;18/07/2022;24;0,812;R
ES0022000004433403RW1P;19/07/2022;1;0,579;R
ES0022000004433403RW1P;19/07/2022;2;0,151;R
ES0022000004433403RW1P;19/07/2022;3;0,135;R
ES0022000004433403RW1P;19/07/2022;4;0,124;R
ES0022000004433403RW1P;19/07/2022;5;0,128;R
ES0022000004433403RW1P;19/07/2022;6;0,137;R
ES0022000004433403RW1P;19/07/2022;7;0,163;R
ES0022000004433403RW1P;19/07/2022;8;0,311;R
ES0022000004433403RW1P;19/07/2022;9;0,131;R
ES0022000004433403RW1P;19/07/2022;10;0,131;R
ES0022000004433403RW1P;19/07/2022;11;0,160;R
ES0022000004433403RW1P;19/07/2022;12;0,244;R
ES0022000004433403RW1P;19/07/2022;13;0,142;R
ES0022000004433403RW1P;19/07/2022;14;0,137;R
ES0022000004433403RW1P;19/07/2022;15;0,115;R
ES0022000004433403RW1P;19/07/2022;16;0,134;R
ES0022000004433403RW1P;19/07/2022;17;0,127;R
ES0022000004433403RW1P;19/07/2022;18;0,243;R
ES0022000004433403RW1P;19/07/2022;19;0,247;R
ES0022000004433403RW1P;19/07/2022;20;0,296;R
ES0022000004433403RW1P;19/07/2022;21;0,431;R
ES0022000004433403RW1P;19/07/2022;22;0,284;R
ES0022000004433403RW1P;19/07/2022;23;0,222;R
ES0022000004433403RW1P;19/07/2022;24;0,181;R
ES0022000004433403RW1P;20/07/2022;1;0,283;R
ES0022000004433403RW1P;20/07/2022;2;0,154;R
ES0022000004433403RW1P;20/07/2022;3;0,113;R
ES0022000004433403RW1P;20/07/2022;4;0,127;R
ES0022000004433403RW1P;20/07/2022;5;0,115;R
ES0022000004433403RW1P;20/07/2022;6;0,108;R
ES0022000004433403RW1P;20/07/2022;7;0,165;R
ES0022000004433403RW1P;20/07/2022;8;0,371;R
ES0022000004433403RW1P;20/07/2022;9;0,125;R
ES0022000004433403RW1P;20/07/2022;10;0,120;R
ES0022000004433403RW1P;20/07/2022;11;0,115;R
ES0022000004433403RW1P;20/07/2022;12;0,119;R
ES0022000004433403RW1P;20/07/2022;13;0,194;R
ES0022000004433403RW1P;20/07/2022;14;0,167;R
ES0022000004433403RW1P;20/07/2022;15;0,119;R
ES0022000004433403RW1P;20/07/2022;16;0,132;R
ES0022000004433403RW1P;20/07/2022;17;0,131;R
ES0022000004433403RW1P;20/07/2022;18;0,209;R
ES0022000004433403RW1P;20/07/2022;19;0,310;R
ES0022000004433403RW1P;20/07/2022;20;0,281;R
ES0022000004433403RW1P;20/07/2022;21;1,113;R
ES0022000004433403RW1P;20/07/2022;22;0,583;R
ES0022000004433403RW1P;20/07/2022;23;0,527;R
ES0022000004433403RW1P;20/07/2022;24;0,250;R
ES0022000004433403RW1P;21/07/2022;1;0,217;R
ES0022000004433403RW1P;21/07/2022;2;0,169;R
ES0022000004433403RW1P;21/07/2022;3;0,159;R
ES0022000004433403RW1P;21/07/2022;4;0,156;R
ES0022000004433403RW1P;21/07/2022;5;0,151;R
ES0022000004433403RW1P;21/07/2022;6;0,146;R
ES0022000004433403RW1P;21/07/2022;7;0,152;R
ES0022000004433403RW1P;21/07/2022;8;0,233;R
ES0022000004433403RW1P;21/07/2022;9;0,126;R
ES0022000004433403RW1P;21/07/2022;10;0,109;R
ES0022000004433403RW1P;21/07/2022;11;0,124;R
ES0022000004433403RW1P;21/07/2022;12;0,112;R
ES0022000004433403RW1P;21/07/2022;13;0,127;R
ES0022000004433403RW1P;21/07/2022;14;0,188;R
ES0022000004433403RW1P;21/07/2022;15;0,164;R
ES0022000004433403RW1P;21/07/2022;16;0,122;R
ES0022000004433403RW1P;21/07/2022;17;0,140;R
ES0022000004433403RW1P;21/07/2022;18;0,155;R
ES0022000004433403RW1P;21/07/2022;19;0,254;R
ES0022000004433403RW1P;21/07/2022;20;0,268;R
ES0022000004433403RW1P;21/07/2022;21;1,251;R
ES0022000004433403RW1P;21/07/2022;22;0,514;R
ES0022000004433403RW1P;21/07/2022;23;0,426;R
ES0022000004433403RW1P;21/07/2022;24;0,229;R
ES0022000004433403RW1P;22/07/2022;1;0,180;R
ES0022000004433403RW1P;22/07/2022;2;0,163;R
ES0022000004433403RW1P;22/07/2022;3;0,155;R
ES0022000004433403RW1P;22/07/2022;4;0,160;R
ES0022000004433403RW1P;22/07/2022;5;0,159;R
ES0022000004433403RW1P;22/07/2022;6;0,157;R
ES0022000004433403RW1P;22/07/2022;7;0,296;R
ES0022000004433403RW1P;22/07/2022;8;0,290;R
ES0022000004433403RW1P;22/07/2022;9;0,145;R
ES0022000004433403RW1P;22/07/2022;10;0,127;R
ES0022000004433403RW1P;22/07/2022;11;0,123;R
ES0022000004433403RW1P;22/07/2022;12;0,123;R
ES0022000004433403RW1P;22/07/2022;13;0,123;R
ES0022000004433403RW1P;22/07/2022;14;0,120;R
ES0022000004433403RW1P;22/07/2022;15;0,117;R
ES0022000004433403RW1P;22/07/2022;16;0,553;R
ES0022000004433403RW1P;22/07/2022;17;0,690;R
ES0022000004433403RW1P;22/07/2022;18;0,275;R
ES0022000004433403RW1P;22/07/2022;19;0,214;R
ES0022000004433403RW1P;22/07/2022;20;0,277;R
ES0022000004433403RW1P;22/07/2022;21;0,148;R
ES0022000004433403RW1P;22/07/2022;22;0,135;R
ES0022000004433403RW1P;22/07/2022;23;0,131;R
ES0022000004433403RW1P;22/07/2022;24;0,115;R
ES0022000004433403RW1P;23/07/2022;1;0,115;R
ES0022000004433403RW1P;23/07/2022;2;0,156;R
ES0022000004433403RW1P;23/07/2022;3;0,147;R
ES0022000004433403RW1P;23/07/2022;4;0,147;R
ES0022000004433403RW1P;23/07/2022;5;0,125;R
ES0022000004433403RW1P;23/07/2022;6;0,114;R
ES0022000004433403RW1P;23/07/2022;7;0,110;R
ES0022000004433403RW1P;23/07/2022;8;0,123;R
ES0022000004433403RW1P;23/07/2022;9;0,124;R
ES0022000004433403RW1P;23/07/2022;10;0,119;R
ES0022000004433403RW1P;23/07/2022;11;0,247;R
ES0022000004433403RW1P;23/07/2022;12;0,363;R
ES0022000004433403RW1P;23/07/2022;13;0,362;R
ES0022000004433403RW1P;23/07/2022;14;0,385;R
ES0022000004433403RW1P;23/07/2022;15;0,933;R
ES0022000004433403RW1P;23/07/2022;16;0,941;R
ES0022000004433403RW1P;23/07/2022;17;0,804;R
ES0022000004433403RW1P;23/07/2022;18;0,392;R
ES0022000004433403RW1P;23/07/2022;19;0,353;R
ES0022000004433403RW1P;23/07/2022;20;0,415;R
ES0022000004433403RW1P;23/07/2022;21;0,388;R
ES0022000004433403RW1P;23/07/2022;22;0,431;R
ES0022000004433403RW1P;23/07/2022;23;0,580;R
ES0022000004433403RW1P;23/07/2022;24;0,404;R
ES0022000004433403RW1P;24/07/2022;1;0,251;R
ES0022000004433403RW1P;24/07/2022;2;0,221;R
ES0022000004433403RW1P;24/07/2022;3;0,191;R
ES0022000004433403RW1P;24/07/2022;4;0,183;R
ES0022000004433403RW1P;24/07/2022;5;0,196;R
ES0022000004433403RW1P;24/07/2022;6;0,174;R
ES0022000004433403RW1P;24/07/2022;7;0,192;R
ES0022000004433403RW1P;24/07/2022;8;0,178;R
ES0022000004433403RW1P;24/07/2022;9;0,195;R
ES0022000004433403RW1P;24/07/2022;10;0,179;R
ES0022000004433403RW1P;24/07/2022;11;0,275;R
ES0022000004433403RW1P;24/07/2022;12;0,382;R
ES0022000004433403RW1P;24/07/2022;13;0,560;R
ES0022000004433403RW1P;24/07/2022;14;0,702;R
ES0022000004433403RW1P;24/07/2022;15;0,694;R
ES0022000004433403RW1P;24/07/2022;16;0,376;R
ES0022000004433403RW1P;24/07/2022;17;0,844;R
ES0022000004433403RW1P;24/07/2022;18;0,629;R
ES0022000004433403RW1P;24/07/2022;19;0,809;R
ES0022000004433403RW1P;24/07/2022;20;1,496;R
ES0022000004433403RW1P;24/07/2022;21;0,322;R
ES0022000004433403RW1P;24/07/2022;22;0,750;R
ES0022000004433403RW1P;24/07/2022;23;0,635;R
ES0022000004433403RW1P;24/07/2022;24;0,283;R
ES0022000004433403RW1P;25/07/2022;1;0,212;R
ES0022000004433403RW1P;25/07/2022;2;0,173;R
ES0022000004433403RW1P;25/07/2022;3;0,163;R
ES0022000004433403RW1P;25/07/2022;4;0,165;R
ES0022000004433403RW1P;25/07/2022;5;0,159;R
ES0022000004433403RW1P;25/07/2022;6;0,150;R
ES0022000004433403RW1P;25/07/2022;7;0,149;R
ES0022000004433403RW1P;25/07/2022;8;0,156;R
ES0022000004433403RW1P;25/07/2022;9;0,159;R
ES0022000004433403RW1P;25/07/2022;10;0,180;R
ES0022000004433403RW1P;25/07/2022;11;0,342;R
ES0022000004433403RW1P;25/07/2022;12;0,308;R
ES0022000004433403RW1P;25/07/2022;13;0,353;R
ES0022000004433403RW1P;25/07/2022;14;1,387;R
ES0022000004433403RW1P;25/07/2022;15;0,293;R
ES0022000004433403RW1P;25/07/2022;16;0,254;R
ES0022000004433403RW1P;25/07/2022;17;0,286;R
ES0022000004433403RW1P;25/07/2022;18;0,317;R
ES0022000004433403RW1P;25/07/2022;19;1,058;R
ES0022000004433403RW1P;25/07/2022;20;0,731;R
ES0022000004433403RW1P;25/07/2022;21;0,599;R
ES0022000004433403RW1P;25/07/2022;22;0,343;R
ES0022000004433403RW1P;25/07/2022;23;0,316;R
ES0022000004433403RW1P;25/07/2022;24;0,234;R
ES0022000004433403RW1P;26/07/2022;1;0,238;R
ES0022000004433403RW1P;26/07/2022;2;0,196;R
ES0022000004433403RW1P;26/07/2022;3;0,194;R
ES0022000004433403RW1P;26/07/2022;4;0,162;R
ES0022000004433403RW1P;26/07/2022;5;0,151;R
ES0022000004433403RW1P;26/07/2022;6;0,165;R
ES0022000004433403RW1P;26/07/2022;7;0,180;R
ES0022000004433403RW1P;26/07/2022;8;0,437;R
ES0022000004433403RW1P;26/07/2022;9;0,182;R
ES0022000004433403RW1P;26/07/2022;10;0,185;R
ES0022000004433403RW1P;26/07/2022;11;0,221;R
ES0022000004433403RW1P;26/07/2022;12;0,153;R
ES0022000004433403RW1P;26/07/2022;13;0,125;R
ES0022000004433403RW1P;26/07/2022;14;0,134;R
ES0022000004433403RW1P;26/07/2022;15;0,134;R
ES0022000004433403RW1P;26/07/2022;16;0,124;R
ES0022000004433403RW1P;26/07/2022;17;0,221;R
ES0022000004433403RW1P;26/07/2022;18;0,279;R
ES0022000004433403RW1P;26/07/2022;19;0,159;R
ES0022000004433403RW1P;26/07/2022;20;0,215;R
ES0022000004433403RW1P;26/07/2022;21;0,193;R
ES0022000004433403RW1P;26/07/2022;22;0,156;R
ES0022000004433403RW1P;26/07/2022;23;0,277;R
ES0022000004433403RW1P;26/07/2022;24;0,157;R
ES0022000004433403RW1P;27/07/2022;1;0,124;R
ES0022000004433403RW1P;27/07/2022;2;0,124;R
ES0022000004433403RW1P;27/07/2022;3;0,128;R
ES0022000004433403RW1P;27/07/2022;4;0,114;R
ES0022000004433403RW1P;27/07/2022;5;0,148;R
ES0022000004433403RW1P;27/07/2022;6;0,110;R
ES0022000004433403RW1P;27/07/2022;7;0,206;R
ES0022000004433403RW1P;27/07/2022;8;0,261;R
ES0022000004433403RW1P;27/07/2022;9;0,128;R
ES0022000004433403RW1P;27/07/2022;10;0,131;R
ES0022000004433403RW1P;27/07/2022;11;0,124;R
ES0022000004433403RW1P;27/07/2022;12;0,142;R
ES0022000004433403RW1P;27/07/2022;13;0,130;R
ES0022000004433403RW1P;27/07/2022;14;0,113;R
ES0022000004433403RW1P;27/07/2022;15;0,180;R
ES0022000004433403RW1P;27/07/2022;16;0,126;R
ES0022000004433403RW1P;27/07/2022;17;0,191;R
ES0022000004433403RW1P;27/07/2022;18;0,215;R
ES0022000004433403RW1P;27/07/2022;19;0,295;R
ES0022000004433403RW1P;27/07/2022;20;0,421;R
ES0022000004433403RW1P;27/07/2022;21;0,479;R
ES0022000004433403RW1P;27/07/2022;22;0,828;R
ES0022000004433403RW1P;27/07/2022;23;0,390;R
ES0022000004433403RW1P;27/07/2022;24;0,292;R
ES0022000004433403RW1P;28/07/2022;1;0,196;R
ES0022000004433403RW1P;28/07/2022;2;0,186;R
ES0022000004433403RW1P;28/07/2022;3;0,186;R
ES0022000004433403RW1P;28/07/2022;4;0,182;R
ES0022000004433403RW1P;28/07/2022;5;0,181;R
ES0022000004433403RW1P;28/07/2022;6;0,201;R
ES0022000004433403RW1P;28/07/2022;7;0,274;R
ES0022000004433403RW1P;28/07/2022;8;1,203;R
ES0022000004433403RW1P;28/07/2022;9;0,544;R
ES0022000004433403RW1P;28/07/2022;10;0,127;R
ES0022000004433403RW1P;28/07/2022;11;0,121;R
ES0022000004433403RW1P;28/07/2022;12;0,117;R
ES0022000004433403RW1P;28/07/2022;13;0,116;R
ES0022000004433403RW1P;28/07/2022;14;0,120;R
ES0022000004433403RW1P;28/07/2022;15;0,126;R
ES0022000004433403RW1P;28/07/2022;16;0,146;R
ES0022000004433403RW1P;28/07/2022;17;0,262;R
ES0022000004433403RW1P;28/07/2022;18;0,308;R
ES0022000004433403RW1P;28/07/2022;19;0,377;R
ES0022000004433403RW1P;28/07/2022;20;0,370;R
ES0022000004433403RW1P;28/07/2022;21;0,480;R
ES0022000004433403RW1P;28/07/2022;22;0,262;R
ES0022000004433403RW1P;28/07/2022;23;0,265;R
ES0022000004433403RW1P;28/07/2022;24;0,182;R
ES0022000004433403RW1P;29/07/2022;1;0,143;R
ES0022000004433403RW1P;29/07/2022;2;0,116;R
ES0022000004433403RW1P;29/07/2022;3;0,119;R
ES0022000004433403RW1P;29/07/2022;4;0,129;R
ES0022000004433403RW1P;29/07/2022;5;0,127;R
ES0022000004433403RW1P;29/07/2022;6;0,122;R
ES0022000004433403RW1P;29/07/2022;7;0,146;R
ES0022000004433403RW1P;29/07/2022;8;0,480;R
ES0022000004433403RW1P;29/07/2022;9;0,175;R
ES0022000004433403RW1P;29/07/2022;10;0,138;R
ES0022000004433403RW1P;29/07/2022;11;0,120;R
ES0022000004433403RW1P;29/07/2022;12;0,140;R
ES0022000004433403RW1P;29/07/2022;13;0,126;R
ES0022000004433403RW1P;29/07/2022;14;0,126;R
ES0022000004433403RW1P;29/07/2022;15;0,128;R
ES0022000004433403RW1P;29/07/2022;16;0,127;R
ES0022000004433403RW1P;29/07/2022;17;0,175;R
ES0022000004433403RW1P;29/07/2022;18;0,184;R
ES0022000004433403RW1P;29/07/2022;19;0,245;R
ES0022000004433403RW1P;29/07/2022;20;0,259;R
ES0022000004433403RW1P;29/07/2022;21;0,298;R
ES0022000004433403RW1P;29/07/2022;22;0,377;R
ES0022000004433403RW1P;29/07/2022;23;0,812;R
ES0022000004433403RW1P;29/07/2022;24;1,017;R
ES0022000004433403RW1P;30/07/2022;1;0,601;R
ES0022000004433403RW1P;30/07/2022;2;0,159;R
ES0022000004433403RW1P;30/07/2022;3;0,154;R
ES0022000004433403RW1P;30/07/2022;4;0,148;R
ES0022000004433403RW1P;30/07/2022;5;0,142;R
ES0022000004433403RW1P;30/07/2022;6;0,148;R
ES0022000004433403RW1P;30/07/2022;7;0,152;R
ES0022000004433403RW1P;30/07/2022;8;0,217;R
ES0022000004433403RW1P;30/07/2022;9;0,196;R
ES0022000004433403RW1P;30/07/2022;10;0,268;R
ES0022000004433403RW1P;30/07/2022;11;0,238;R
ES0022000004433403RW1P;30/07/2022;12;0,152;R
ES0022000004433403RW1P;30/07/2022;13;0,212;R
ES0022000004433403RW1P;30/07/2022;14;0,275;R
ES0022000004433403RW1P;30/07/2022;15;0,203;R
ES0022000004433403RW1P;30/07/2022;16;0,196;R
ES0022000004433403RW1P;30/07/2022;17;0,191;R
ES0022000004433403RW1P;30/07/2022;18;0,189;R
ES0022000004433403RW1P;30/07/2022;19;0,189;R
ES0022000004433403RW1P;30/07/2022;20;0,188;R
ES0022000004433403RW1P;30/07/2022;21;0,188;R
ES0022000004433403RW1P;30/07/2022;22;0,203;R
ES0022000004433403RW1P;30/07/2022;23;0,197;R
ES0022000004433403RW1P;30/07/2022;24;0,173;R
ES0022000004433403RW1P;31/07/2022;1;0,158;R
ES0022000004433403RW1P;31/07/2022;2;0,156;R
ES0022000004433403RW1P;31/07/2022;3;0,155;R
ES0022000004433403RW1P;31/07/2022;4;0,154;R
ES0022000004433403RW1P;31/07/2022;5;0,141;R
ES0022000004433403RW1P;31/07/2022;6;0,147;R
ES0022000004433403RW1P;31/07/2022;7;0,143;R
ES0022000004433403RW1P;31/07/2022;8;0,143;R
ES0022000004433403RW1P;31/07/2022;9;0,134;R
ES0022000004433403RW1P;31/07/2022;10;0,147;R
ES0022000004433403RW1P;31/07/2022;11;0,125;R
ES0022000004433403RW1P;31/07/2022;12;0,165;R
ES0022000004433403RW1P;31/07/2022;13;0,132;R
ES0022000004433403RW1P;31/07/2022;14;0,145;R
ES0022000004433403RW1P;31/07/2022;15;0,128;R
ES0022000004433403RW1P;31/07/2022;16;0,145;R
ES0022000004433403RW1P;31/07/2022;17;0,195;R
ES0022000004433403RW1P;31/07/2022;18;0,222;R
ES0022000004433403RW1P;31/07/2022;19;0,335;R
ES0022000004433403RW1P;31/07/2022;20;0,321;R
ES0022000004433403RW1P;31/07/2022;21;0,546;R
ES0022000004433403RW1P;31/07/2022;22;0,793;R
ES0022000004433403RW1P;31/07/2022;23;0,342;R
ES0022000004433403RW1P;31/07/2022;24;0,243;R
ES0022000004433403RW1P;01/08/2022;1;0,234;R
ES0022000004433403RW1P;01/08/2022;2;0,233;R
ES0022000004433403RW1P;01/08/2022;3;0,228;R
ES0022000004433403RW1P;01/08/2022;4;0,197;R
