CUPS;Fecha;Hora;Consumo;Metodo_obtencion
ES0022000004433403RW1P;05/07/2021;14;0,916;R
ES0022000004433403RW1P;05/07/2021;15;0,529;R
ES0022000004433403RW1P;05/07/2021;16;0,282;R
ES0022000004433403RW1P;05/07/2021;17;0,237;R
ES0022000004433403RW1P;05/07/2021;18;0,307;R
ES0022000004433403RW1P;05/07/2021;19;0,452;R
ES0022000004433403RW1P;05/07/2021;20;0,400;R
ES0022000004433403RW1P;05/07/2021;21;1,177;R
ES0022000004433403RW1P;05/07/2021;22;0,820;R
ES0022000004433403RW1P;05/07/2021;23;0,900;R
ES0022000004433403RW1P;05/07/2021;24;0,307;R
ES0022000004433403RW1P;06/07/2021;1;0,156;R
ES0022000004433403RW1P;06/07/2021;2;0,149;R
ES0022000004433403RW1P;06/07/2021;3;0,121;R
ES0022000004433403RW1P;06/07/2021;4;0,126;R
ES0022000004433403RW1P;06/07/2021;5;0,119;R
ES0022000004433403RW1P;06/07/2021;6;0,125;R
ES0022000004433403RW1P;06/07/2021;7;0,116;R
ES0022000004433403RW1P;06/07/2021;8;0,308;R
ES0022000004433403RW1P;06/07/2021;9;0,123;R
ES0022000004433403RW1P;06/07/2021;10;0,125;R
ES0022000004433403RW1P;06/07/2021;11;0,131;R
ES0022000004433403RW1P;06/07/2021;12;0,294;R
ES0022000004433403RW1P;06/07/2021;13;0,304;R
ES0022000004433403RW1P;06/07/2021;14;0,243;R
ES0022000004433403RW1P;06/07/2021;15;0,308;R
ES0022000004433403RW1P;06/07/2021;16;0,244;R
ES0022000004433403RW1P;06/07/2021;17;0,447;R
ES0022000004433403RW1P;06/07/2021;18;0,317;R
ES0022000004433403RW1P;06/07/2021;19;0,259;R
ES0022000004433403RW1P;06/07/2021;20;0,229;R
ES0022000004433403RW1P;06/07/2021;21;1,221;R
ES0022000004433403RW1P;06/07/2021;22;0,857;R
ES0022000004433403RW1P;06/07/2021;23;0,986;R
ES0022000004433403RW1P;06/07/2021;24;0,772;R
ES0022000004433403RW1P;07/07/2021;1;0,181;R
ES0022000004433403RW1P;07/07/2021;2;0,123;R
ES0022000004433403RW1P;07/07/2021;3;0,116;R
ES0022000004433403RW1P;07/07/2021;4;0,120;R
ES0022000004433403RW1P;07/07/2021;5;0,118;R
ES0022000004433403RW1P;07/07/2021;6;0,108;R
ES0022000004433403RW1P;07/07/2021;7;0,105;R
ES0022000004433403RW1P;07/07/2021;8;0,242;R
ES0022000004433403RW1P;07/07/2021;9;0,119;R
ES0022000004433403RW1P;07/07/2021;10;0,123;R
ES0022000004433403RW1P;07/07/2021;11;0,123;R
ES0022000004433403RW1P;07/07/2021;12;0,227;R
ES0022000004433403RW1P;07/07/2021;13;0,233;R
ES0022000004433403RW1P;07/07/2021;14;0,240;R
ES0022000004433403RW1P;07/07/2021;15;0,468;R
ES0022000004433403RW1P;07/07/2021;16;0,311;R
ES0022000004433403RW1P;07/07/2021;17;0,269;R
ES0022000004433403RW1P;07/07/2021;18;0,290;R
ES0022000004433403RW1P;07/07/2021;19;0,590;R
ES0022000004433403RW1P;07/07/2021;20;0,960;R
ES0022000004433403RW1P;07/07/2021;21;1,092;R
ES0022000004433403RW1P;07/07/2021;22;0,424;R
ES0022000004433403RW1P;07/07/2021;23;1,083;R
ES0022000004433403RW1P;07/07/2021;24;0,738;R
ES0022000004433403RW1P;08/07/2021;1;0,192;R
ES0022000004433403RW1P;08/07/2021;2;0,095;R
ES0022000004433403RW1P;08/07/2021;3;0,130;R
ES0022000004433403RW1P;08/07/2021;4;0,089;R
ES0022000004433403RW1P;08/07/2021;5;0,117;R
ES0022000004433403RW1P;08/07/2021;6;0,087;R
ES0022000004433403RW1P;08/07/2021;7;0,155;R
ES0022000004433403RW1P;08/07/2021;8;0,289;R
ES0022000004433403RW1P;08/07/2021;9;0,115;R
ES0022000004433403RW1P;08/07/2021;10;0,355;R
ES0022000004433403RW1P;08/07/2021;11;0,246;R
ES0022000004433403RW1P;08/07/2021;12;0,305;R
ES0022000004433403RW1P;08/07/2021;13;0,243;R
ES0022000004433403RW1P;08/07/2021;14;0,694;R
ES0022000004433403RW1P;08/07/2021;15;0,258;R
ES0022000004433403RW1P;08/07/2021;16;0,256;R
ES0022000004433403RW1P;08/07/2021;17;0,436;R
ES0022000004433403RW1P;08/07/2021;18;0,331;R
ES0022000004433403RW1P;08/07/2021;19;0,358;R
ES0022000004433403RW1P;08/07/2021;20;1,147;R
ES0022000004433403RW1P;08/07/2021;21;0,909;R
ES0022000004433403RW1P;08/07/2021;22;0,281;R
ES0022000004433403RW1P;08/07/2021;23;0,354;R
ES0022000004433403RW1P;08/07/2021;24;0,144;R
ES0022000004433403RW1P;09/07/2021;1;0,172;R
ES0022000004433403RW1P;09/07/2021;2;0,165;R
ES0022000004433403RW1P;09/07/2021;3;0,099;R
ES0022000004433403RW1P;09/07/2021;4;0,109;R
ES0022000004433403RW1P;09/07/2021;5;0,091;R
ES0022000004433403RW1P;09/07/2021;6;0,110;R
ES0022000004433403RW1P;09/07/2021;7;0,084;R
ES0022000004433403RW1P;09/07/2021;8;0,318;R
ES0022000004433403RW1P;09/07/2021;9;0,188;R
ES0022000004433403RW1P;09/07/2021;10;0,265;R
ES0022000004433403RW1P;09/07/2021;11;0,202;R
ES0022000004433403RW1P;09/07/2021;12;0,208;R
ES0022000004433403RW1P;09/07/2021;13;0,294;R
ES0022000004433403RW1P;09/07/2021;14;0,774;R
ES0022000004433403RW1P;09/07/2021;15;0,962;R
ES0022000004433403RW1P;09/07/2021;16;0,724;R
ES0022000004433403RW1P;09/07/2021;17;0,331;R
ES0022000004433403RW1P;09/07/2021;18;0,326;R
ES0022000004433403RW1P;09/07/2021;19;0,315;R
ES0022000004433403RW1P;09/07/2021;20;0,392;R
ES0022000004433403RW1P;09/07/2021;21;0,524;R
ES0022000004433403RW1P;09/07/2021;22;0,364;R
ES0022000004433403RW1P;09/07/2021;23;1,155;R
ES0022000004433403RW1P;09/07/2021;24;1,008;R
ES0022000004433403RW1P;10/07/2021;1;0,430;R
ES0022000004433403RW1P;10/07/2021;2;0,346;R
ES0022000004433403RW1P;10/07/2021;3;0,124;R
ES0022000004433403RW1P;10/07/2021;4;0,126;R
ES0022000004433403RW1P;10/07/2021;5;0,125;R
ES0022000004433403RW1P;10/07/2021;6;0,121;R
ES0022000004433403RW1P;10/07/2021;7;0,139;R
ES0022000004433403RW1P;10/07/2021;8;0,220;R
ES0022000004433403RW1P;10/07/2021;9;0,171;R
ES0022000004433403RW1P;10/07/2021;10;0,287;R
ES0022000004433403RW1P;10/07/2021;11;0,308;R
ES0022000004433403RW1P;10/07/2021;12;0,501;R
ES0022000004433403RW1P;10/07/2021;13;0,679;R
ES0022000004433403RW1P;10/07/2021;14;1,824;R
ES0022000004433403RW1P;10/07/2021;15;0,978;R
ES0022000004433403RW1P;10/07/2021;16;0,473;R
ES0022000004433403RW1P;10/07/2021;17;0,231;R
ES0022000004433403RW1P;10/07/2021;18;0,209;R
ES0022000004433403RW1P;10/07/2021;19;0,214;R
ES0022000004433403RW1P;10/07/2021;20;0,213;R
ES0022000004433403RW1P;10/07/2021;21;0,204;R
ES0022000004433403RW1P;10/07/2021;22;0,533;R
ES0022000004433403RW1P;10/07/2021;23;0,575;R
ES0022000004433403RW1P;10/07/2021;24;0,443;R
ES0022000004433403RW1P;11/07/2021;1;0,306;R
ES0022000004433403RW1P;11/07/2021;2;0,250;R
ES0022000004433403RW1P;11/07/2021;3;0,243;R
ES0022000004433403RW1P;11/07/2021;4;0,176;R
ES0022000004433403RW1P;11/07/2021;5;0,168;R
ES0022000004433403RW1P;11/07/2021;6;0,163;R
ES0022000004433403RW1P;11/07/2021;7;0,177;R
ES0022000004433403RW1P;11/07/2021;8;0,168;R
ES0022000004433403RW1P;11/07/2021;9;0,163;R
ES0022000004433403RW1P;11/07/2021;10;0,175;R
ES0022000004433403RW1P;11/07/2021;11;0,278;R
ES0022000004433403RW1P;11/07/2021;12;0,400;R
ES0022000004433403RW1P;11/07/2021;13;0,705;R
ES0022000004433403RW1P;11/07/2021;14;0,892;R
ES0022000004433403RW1P;11/07/2021;15;0,557;R
ES0022000004433403RW1P;11/07/2021;16;0,236;R
ES0022000004433403RW1P;11/07/2021;17;0,149;R
ES0022000004433403RW1P;11/07/2021;18;0,144;R
ES0022000004433403RW1P;11/07/2021;19;0,143;R
ES0022000004433403RW1P;11/07/2021;20;0,131;R
ES0022000004433403RW1P;11/07/2021;21;0,246;R
ES0022000004433403RW1P;11/07/2021;22;0,443;R
ES0022000004433403RW1P;11/07/2021;23;0,351;R
ES0022000004433403RW1P;11/07/2021;24;0,364;R
ES0022000004433403RW1P;12/07/2021;1;0,347;R
ES0022000004433403RW1P;12/07/2021;2;0,226;R
ES0022000004433403RW1P;12/07/2021;3;0,171;R
ES0022000004433403RW1P;12/07/2021;4;0,154;R
ES0022000004433403RW1P;12/07/2021;5;0,222;R
ES0022000004433403RW1P;12/07/2021;6;0,218;R
ES0022000004433403RW1P;12/07/2021;7;0,166;R
ES0022000004433403RW1P;12/07/2021;8;0,328;R
ES0022000004433403RW1P;12/07/2021;9;0,191;R
ES0022000004433403RW1P;12/07/2021;10;0,240;R
ES0022000004433403RW1P;12/07/2021;11;0,373;R
ES0022000004433403RW1P;12/07/2021;12;0,286;R
ES0022000004433403RW1P;12/07/2021;13;0,429;R
ES0022000004433403RW1P;12/07/2021;14;0,757;R
ES0022000004433403RW1P;12/07/2021;15;0,983;R
ES0022000004433403RW1P;12/07/2021;16;0,536;R
ES0022000004433403RW1P;12/07/2021;17;0,311;R
ES0022000004433403RW1P;12/07/2021;18;0,278;R
ES0022000004433403RW1P;12/07/2021;19;0,483;R
ES0022000004433403RW1P;12/07/2021;20;0,388;R
ES0022000004433403RW1P;12/07/2021;21;1,011;R
ES0022000004433403RW1P;12/07/2021;22;1,051;R
ES0022000004433403RW1P;12/07/2021;23;0,756;R
ES0022000004433403RW1P;12/07/2021;24;0,769;R
ES0022000004433403RW1P;13/07/2021;1;0,270;R
ES0022000004433403RW1P;13/07/2021;2;0,144;R
ES0022000004433403RW1P;13/07/2021;3;0,211;R
ES0022000004433403RW1P;13/07/2021;4;0,128;R
ES0022000004433403RW1P;13/07/2021;5;0,126;R
ES0022000004433403RW1P;13/07/2021;6;0,120;R
ES0022000004433403RW1P;13/07/2021;7;0,119;R
ES0022000004433403RW1P;13/07/2021;8;0,296;R
ES0022000004433403RW1P;13/07/2021;9;0,182;R
ES0022000004433403RW1P;13/07/2021;10;0,309;R
ES0022000004433403RW1P;13/07/2021;11;0,192;R
ES0022000004433403RW1P;13/07/2021;12;0,190;R
ES0022000004433403RW1P;13/07/2021;13;0,320;R
ES0022000004433403RW1P;13/07/2021;14;0,556;R
ES0022000004433403RW1P;13/07/2021;15;0,320;R
ES0022000004433403RW1P;13/07/2021;16;0,252;R
ES0022000004433403RW1P;13/07/2021;17;0,247;R
ES0022000004433403RW1P;13/07/2021;18;0,286;R
ES0022000004433403RW1P;13/07/2021;19;0,277;R
ES0022000004433403RW1P;13/07/2021;20;0,275;R
ES0022000004433403RW1P;13/07/2021;21;0,532;R
ES0022000004433403RW1P;13/07/2021;22;1,401;R
ES0022000004433403RW1P;13/07/2021;23;1,076;R
ES0022000004433403RW1P;13/07/2021;24;0,853;R
ES0022000004433403RW1P;14/07/2021;1;0,681;R
ES0022000004433403RW1P;14/07/2021;2;0,149;R
ES0022000004433403RW1P;14/07/2021;3;0,121;R
ES0022000004433403RW1P;14/07/2021;4;0,119;R
ES0022000004433403RW1P;14/07/2021;5;0,117;R
ES0022000004433403RW1P;14/07/2021;6;0,113;R
ES0022000004433403RW1P;14/07/2021;7;0,112;R
ES0022000004433403RW1P;14/07/2021;8;0,257;R
ES0022000004433403RW1P;14/07/2021;9;0,137;R
ES0022000004433403RW1P;14/07/2021;10;0,130;R
ES0022000004433403RW1P;14/07/2021;11;0,221;R
ES0022000004433403RW1P;14/07/2021;12;0,452;R
ES0022000004433403RW1P;14/07/2021;13;0,537;R
ES0022000004433403RW1P;14/07/2021;14;0,350;R
ES0022000004433403RW1P;14/07/2021;15;0,329;R
ES0022000004433403RW1P;14/07/2021;16;0,277;R
ES0022000004433403RW1P;14/07/2021;17;0,292;R
ES0022000004433403RW1P;14/07/2021;18;0,328;R
ES0022000004433403RW1P;14/07/2021;19;0,414;R
ES0022000004433403RW1P;14/07/2021;20;0,405;R
ES0022000004433403RW1P;14/07/2021;21;0,779;R
ES0022000004433403RW1P;14/07/2021;22;1,509;R
ES0022000004433403RW1P;14/07/2021;23;0,589;R
ES0022000004433403RW1P;14/07/2021;24;0,358;R
ES0022000004433403RW1P;15/07/2021;1;0,193;R
ES0022000004433403RW1P;15/07/2021;2;0,133;R
ES0022000004433403RW1P;15/07/2021;3;0,114;R
ES0022000004433403RW1P;15/07/2021;4;0,140;R
ES0022000004433403RW1P;15/07/2021;5;0,130;R
ES0022000004433403RW1P;15/07/2021;6;0,117;R
ES0022000004433403RW1P;15/07/2021;7;0,114;R
ES0022000004433403RW1P;15/07/2021;8;0,272;R
ES0022000004433403RW1P;15/07/2021;9;0,117;R
ES0022000004433403RW1P;15/07/2021;10;0,125;R
ES0022000004433403RW1P;15/07/2021;11;0,203;R
ES0022000004433403RW1P;15/07/2021;12;0,501;R
ES0022000004433403RW1P;15/07/2021;13;0,461;R
ES0022000004433403RW1P;15/07/2021;14;0,934;R
ES0022000004433403RW1P;15/07/2021;15;0,978;R
ES0022000004433403RW1P;15/07/2021;16;0,292;R
ES0022000004433403RW1P;15/07/2021;17;0,312;R
ES0022000004433403RW1P;15/07/2021;18;0,316;R
ES0022000004433403RW1P;15/07/2021;19;0,320;R
ES0022000004433403RW1P;15/07/2021;20;0,334;R
ES0022000004433403RW1P;15/07/2021;21;0,578;R
ES0022000004433403RW1P;15/07/2021;22;0,567;R
ES0022000004433403RW1P;15/07/2021;23;0,442;R
ES0022000004433403RW1P;15/07/2021;24;0,313;R
ES0022000004433403RW1P;16/07/2021;1;0,222;R
ES0022000004433403RW1P;16/07/2021;2;0,159;R
ES0022000004433403RW1P;16/07/2021;3;0,156;R
ES0022000004433403RW1P;16/07/2021;4;0,147;R
ES0022000004433403RW1P;16/07/2021;5;0,118;R
ES0022000004433403RW1P;16/07/2021;6;0,122;R
ES0022000004433403RW1P;16/07/2021;7;0,111;R
ES0022000004433403RW1P;16/07/2021;8;0,286;R
ES0022000004433403RW1P;16/07/2021;9;0,130;R
ES0022000004433403RW1P;16/07/2021;10;0,398;R
ES0022000004433403RW1P;16/07/2021;11;0,225;R
ES0022000004433403RW1P;16/07/2021;12;0,203;R
ES0022000004433403RW1P;16/07/2021;13;0,331;R
ES0022000004433403RW1P;16/07/2021;14;0,656;R
ES0022000004433403RW1P;16/07/2021;15;0,923;R
ES0022000004433403RW1P;16/07/2021;16;0,813;R
ES0022000004433403RW1P;16/07/2021;17;0,430;R
ES0022000004433403RW1P;16/07/2021;18;0,314;R
ES0022000004433403RW1P;16/07/2021;19;0,403;R
ES0022000004433403RW1P;16/07/2021;20;0,325;R
ES0022000004433403RW1P;16/07/2021;21;0,289;R
ES0022000004433403RW1P;16/07/2021;22;0,304;R
ES0022000004433403RW1P;16/07/2021;23;1,007;R
ES0022000004433403RW1P;16/07/2021;24;0,558;R
ES0022000004433403RW1P;17/07/2021;1;0,425;R
ES0022000004433403RW1P;17/07/2021;2;0,416;R
ES0022000004433403RW1P;17/07/2021;3;0,229;R
ES0022000004433403RW1P;17/07/2021;4;0,190;R
ES0022000004433403RW1P;17/07/2021;5;0,185;R
ES0022000004433403RW1P;17/07/2021;6;0,178;R
ES0022000004433403RW1P;17/07/2021;7;0,178;R
ES0022000004433403RW1P;17/07/2021;8;0,175;R
ES0022000004433403RW1P;17/07/2021;9;0,212;R
ES0022000004433403RW1P;17/07/2021;10;1,203;R
ES0022000004433403RW1P;17/07/2021;11;0,880;R
ES0022000004433403RW1P;17/07/2021;12;0,396;R
ES0022000004433403RW1P;17/07/2021;13;0,281;R
ES0022000004433403RW1P;17/07/2021;14;0,262;R
ES0022000004433403RW1P;17/07/2021;15;0,796;R
ES0022000004433403RW1P;17/07/2021;16;0,533;R
ES0022000004433403RW1P;17/07/2021;17;0,548;R
ES0022000004433403RW1P;17/07/2021;18;0,594;R
ES0022000004433403RW1P;17/07/2021;19;0,637;R
ES0022000004433403RW1P;17/07/2021;20;0,569;R
ES0022000004433403RW1P;17/07/2021;21;0,629;R
ES0022000004433403RW1P;17/07/2021;22;1,278;R
ES0022000004433403RW1P;17/07/2021;23;0,652;R
ES0022000004433403RW1P;17/07/2021;24;0,592;R
ES0022000004433403RW1P;18/07/2021;1;0,360;R
ES0022000004433403RW1P;18/07/2021;2;0,294;R
ES0022000004433403RW1P;18/07/2021;3;0,284;R
ES0022000004433403RW1P;18/07/2021;4;0,264;R
ES0022000004433403RW1P;18/07/2021;5;0,262;R
ES0022000004433403RW1P;18/07/2021;6;0,239;R
ES0022000004433403RW1P;18/07/2021;7;0,238;R
ES0022000004433403RW1P;18/07/2021;8;0,258;R
ES0022000004433403RW1P;18/07/2021;9;0,279;R
ES0022000004433403RW1P;18/07/2021;10;0,225;R
ES0022000004433403RW1P;18/07/2021;11;0,439;R
ES0022000004433403RW1P;18/07/2021;12;0,528;R
ES0022000004433403RW1P;18/07/2021;13;0,780;R
ES0022000004433403RW1P;18/07/2021;14;2,141;R
ES0022000004433403RW1P;18/07/2021;15;0,864;R
ES0022000004433403RW1P;18/07/2021;16;0,312;R
ES0022000004433403RW1P;18/07/2021;17;0,206;R
ES0022000004433403RW1P;18/07/2021;18;0,436;R
ES0022000004433403RW1P;18/07/2021;19;0,446;R
ES0022000004433403RW1P;18/07/2021;20;0,397;R
ES0022000004433403RW1P;18/07/2021;21;0,657;R
ES0022000004433403RW1P;18/07/2021;22;0,556;R
ES0022000004433403RW1P;18/07/2021;23;0,480;R
ES0022000004433403RW1P;18/07/2021;24;0,359;R
ES0022000004433403RW1P;19/07/2021;1;0,334;R
ES0022000004433403RW1P;19/07/2021;2;0,148;R
ES0022000004433403RW1P;19/07/2021;3;0,147;R
ES0022000004433403RW1P;19/07/2021;4;0,121;R
ES0022000004433403RW1P;19/07/2021;5;0,117;R
ES0022000004433403RW1P;19/07/2021;6;0,129;R
ES0022000004433403RW1P;19/07/2021;7;0,117;R
ES0022000004433403RW1P;19/07/2021;8;0,366;R
ES0022000004433403RW1P;19/07/2021;9;0,185;R
ES0022000004433403RW1P;19/07/2021;10;0,142;R
ES0022000004433403RW1P;19/07/2021;11;0,121;R
ES0022000004433403RW1P;19/07/2021;12;0,295;R
ES0022000004433403RW1P;19/07/2021;13;0,283;R
ES0022000004433403RW1P;19/07/2021;14;2,159;R
ES0022000004433403RW1P;19/07/2021;15;1,673;R
ES0022000004433403RW1P;19/07/2021;16;0,788;R
ES0022000004433403RW1P;19/07/2021;17;0,326;R
ES0022000004433403RW1P;19/07/2021;18;0,274;R
ES0022000004433403RW1P;19/07/2021;19;0,324;R
ES0022000004433403RW1P;19/07/2021;20;0,360;R
ES0022000004433403RW1P;19/07/2021;21;0,862;R
ES0022000004433403RW1P;19/07/2021;22;0,402;R
ES0022000004433403RW1P;19/07/2021;23;0,365;R
ES0022000004433403RW1P;19/07/2021;24;0,285;R
ES0022000004433403RW1P;20/07/2021;1;0,163;R
ES0022000004433403RW1P;20/07/2021;2;0,115;R
ES0022000004433403RW1P;20/07/2021;3;0,133;R
ES0022000004433403RW1P;20/07/2021;4;0,188;R
ES0022000004433403RW1P;20/07/2021;5;0,146;R
ES0022000004433403RW1P;20/07/2021;6;0,115;R
ES0022000004433403RW1P;20/07/2021;7;0,120;R
ES0022000004433403RW1P;20/07/2021;8;0,263;R
ES0022000004433403RW1P;20/07/2021;9;0,130;R
ES0022000004433403RW1P;20/07/2021;10;0,120;R
ES0022000004433403RW1P;20/07/2021;11;0,304;R
ES0022000004433403RW1P;20/07/2021;12;0,269;R
ES0022000004433403RW1P;20/07/2021;13;1,985;R
ES0022000004433403RW1P;20/07/2021;14;0,371;R
ES0022000004433403RW1P;20/07/2021;15;1,627;R
ES0022000004433403RW1P;20/07/2021;16;1,808;R
ES0022000004433403RW1P;20/07/2021;17;1,004;R
ES0022000004433403RW1P;20/07/2021;18;0,288;R
ES0022000004433403RW1P;20/07/2021;19;0,290;R
ES0022000004433403RW1P;20/07/2021;20;0,547;R
ES0022000004433403RW1P;20/07/2021;21;0,760;R
ES0022000004433403RW1P;20/07/2021;22;0,821;R
ES0022000004433403RW1P;20/07/2021;23;0,459;R
ES0022000004433403RW1P;20/07/2021;24;0,403;R
ES0022000004433403RW1P;21/07/2021;1;0,156;R
ES0022000004433403RW1P;21/07/2021;2;0,122;R
ES0022000004433403RW1P;21/07/2021;3;0,113;R
ES0022000004433403RW1P;21/07/2021;4;0,138;R
ES0022000004433403RW1P;21/07/2021;5;0,118;R
ES0022000004433403RW1P;21/07/2021;6;0,167;R
ES0022000004433403RW1P;21/07/2021;7;0,170;R
ES0022000004433403RW1P;21/07/2021;8;0,311;R
ES0022000004433403RW1P;21/07/2021;9;0,149;R
ES0022000004433403RW1P;21/07/2021;10;0,115;R
ES0022000004433403RW1P;21/07/2021;11;0,262;R
ES0022000004433403RW1P;21/07/2021;12;0,253;R
ES0022000004433403RW1P;21/07/2021;13;0,484;R
ES0022000004433403RW1P;21/07/2021;14;0,386;R
ES0022000004433403RW1P;21/07/2021;15;0,277;R
ES0022000004433403RW1P;21/07/2021;16;0,345;R
ES0022000004433403RW1P;21/07/2021;17;0,339;R
ES0022000004433403RW1P;21/07/2021;18;0,290;R
ES0022000004433403RW1P;21/07/2021;19;0,404;R
ES0022000004433403RW1P;21/07/2021;20;0,560;R
ES0022000004433403RW1P;21/07/2021;21;0,586;R
ES0022000004433403RW1P;21/07/2021;22;0,277;R
ES0022000004433403RW1P;21/07/2021;23;0,406;R
ES0022000004433403RW1P;21/07/2021;24;0,179;R
ES0022000004433403RW1P;22/07/2021;1;0,201;R
ES0022000004433403RW1P;22/07/2021;2;0,176;R
ES0022000004433403RW1P;22/07/2021;3;0,124;R
ES0022000004433403RW1P;22/07/2021;4;0,128;R
ES0022000004433403RW1P;22/07/2021;5;0,128;R
ES0022000004433403RW1P;22/07/2021;6;0,131;R
ES0022000004433403RW1P;22/07/2021;7;0,115;R
ES0022000004433403RW1P;22/07/2021;8;0,269;R
ES0022000004433403RW1P;22/07/2021;9;0,144;R
ES0022000004433403RW1P;22/07/2021;10;0,853;R
ES0022000004433403RW1P;22/07/2021;11;0,627;R
ES0022000004433403RW1P;22/07/2021;12;0,505;R
ES0022000004433403RW1P;22/07/2021;13;0,697;R
ES0022000004433403RW1P;22/07/2021;14;0,904;R
ES0022000004433403RW1P;22/07/2021;15;1,248;R
ES0022000004433403RW1P;22/07/2021;16;0,401;R
ES0022000004433403RW1P;22/07/2021;17;0,387;R
ES0022000004433403RW1P;22/07/2021;18;0,385;R
ES0022000004433403RW1P;22/07/2021;19;0,511;R
ES0022000004433403RW1P;22/07/2021;20;0,577;R
ES0022000004433403RW1P;22/07/2021;21;0,367;R
ES0022000004433403RW1P;22/07/2021;22;0,270;R
ES0022000004433403RW1P;22/07/2021;23;0,394;R
ES0022000004433403RW1P;22/07/2021;24;0,314;R
ES0022000004433403RW1P;23/07/2021;1;0,222;R
ES0022000004433403RW1P;23/07/2021;2;0,184;R
ES0022000004433403RW1P;23/07/2021;3;0,120;R
ES0022000004433403RW1P;23/07/2021;4;0,126;R
ES0022000004433403RW1P;23/07/2021;5;0,115;R
ES0022000004433403RW1P;23/07/2021;6;0,105;R
ES0022000004433403RW1P;23/07/2021;7;0,118;R
ES0022000004433403RW1P;23/07/2021;8;0,291;R
ES0022000004433403RW1P;23/07/2021;9;0,148;R
ES0022000004433403RW1P;23/07/2021;10;0,302;R
ES0022000004433403RW1P;23/07/2021;11;0,227;R
ES0022000004433403RW1P;23/07/2021;12;0,150;R
ES0022000004433403RW1P;23/07/2021;13;0,281;R
ES0022000004433403RW1P;23/07/2021;14;0,581;R
ES0022000004433403RW1P;23/07/2021;15;0,359;R
ES0022000004433403RW1P;23/07/2021;16;0,347;R
ES0022000004433403RW1P;23/07/2021;17;0,300;R
ES0022000004433403RW1P;23/07/2021;18;0,313;R
ES0022000004433403RW1P;23/07/2021;19;0,237;R
ES0022000004433403RW1P;23/07/2021;20;0,230;R
ES0022000004433403RW1P;23/07/2021;21;0,243;R
ES0022000004433403RW1P;23/07/2021;22;2,319;R
ES0022000004433403RW1P;23/07/2021;23;0,768;R
ES0022000004433403RW1P;23/07/2021;24;1,296;R
ES0022000004433403RW1P;24/07/2021;1;0,755;R
ES0022000004433403RW1P;24/07/2021;2;0,162;R
ES0022000004433403RW1P;24/07/2021;3;0,150;R
ES0022000004433403RW1P;24/07/2021;4;0,144;R
ES0022000004433403RW1P;24/07/2021;5;0,121;R
ES0022000004433403RW1P;24/07/2021;6;0,128;R
ES0022000004433403RW1P;24/07/2021;7;0,119;R
ES0022000004433403RW1P;24/07/2021;8;0,114;R
ES0022000004433403RW1P;24/07/2021;9;0,155;R
ES0022000004433403RW1P;24/07/2021;10;0,321;R
ES0022000004433403RW1P;24/07/2021;11;0,325;R
ES0022000004433403RW1P;24/07/2021;12;0,418;R
ES0022000004433403RW1P;24/07/2021;13;0,852;R
ES0022000004433403RW1P;24/07/2021;14;0,761;R
ES0022000004433403RW1P;24/07/2021;15;1,723;R
ES0022000004433403RW1P;24/07/2021;16;1,499;R
ES0022000004433403RW1P;24/07/2021;17;0,955;R
ES0022000004433403RW1P;24/07/2021;18;0,502;R
ES0022000004433403RW1P;24/07/2021;19;0,525;R
ES0022000004433403RW1P;24/07/2021;20;0,447;R
ES0022000004433403RW1P;24/07/2021;21;0,405;R
ES0022000004433403RW1P;24/07/2021;22;1,048;R
ES0022000004433403RW1P;24/07/2021;23;0,829;R
ES0022000004433403RW1P;24/07/2021;24;0,836;R
ES0022000004433403RW1P;25/07/2021;1;0,722;R
ES0022000004433403RW1P;25/07/2021;2;0,147;R
ES0022000004433403RW1P;25/07/2021;3;0,125;R
ES0022000004433403RW1P;25/07/2021;4;0,114;R
ES0022000004433403RW1P;25/07/2021;5;0,114;R
ES0022000004433403RW1P;25/07/2021;6;0,106;R
ES0022000004433403RW1P;25/07/2021;7;0,122;R
ES0022000004433403RW1P;25/07/2021;8;0,189;R
ES0022000004433403RW1P;25/07/2021;9;0,140;R
ES0022000004433403RW1P;25/07/2021;10;0,241;R
ES0022000004433403RW1P;25/07/2021;11;0,259;R
ES0022000004433403RW1P;25/07/2021;12;0,350;R
ES0022000004433403RW1P;25/07/2021;13;0,624;R
ES0022000004433403RW1P;25/07/2021;14;0,408;R
ES0022000004433403RW1P;25/07/2021;15;0,396;R
ES0022000004433403RW1P;25/07/2021;16;0,398;R
ES0022000004433403RW1P;25/07/2021;17;0,477;R
ES0022000004433403RW1P;25/07/2021;18;0,412;R
ES0022000004433403RW1P;25/07/2021;19;0,501;R
ES0022000004433403RW1P;25/07/2021;20;0,368;R
ES0022000004433403RW1P;25/07/2021;21;0,349;R
ES0022000004433403RW1P;25/07/2021;22;0,881;R
ES0022000004433403RW1P;25/07/2021;23;0,528;R
ES0022000004433403RW1P;25/07/2021;24;0,344;R
ES0022000004433403RW1P;26/07/2021;1;0,336;R
ES0022000004433403RW1P;26/07/2021;2;0,139;R
ES0022000004433403RW1P;26/07/2021;3;0,122;R
ES0022000004433403RW1P;26/07/2021;4;0,110;R
ES0022000004433403RW1P;26/07/2021;5;0,143;R
ES0022000004433403RW1P;26/07/2021;6;0,209;R
ES0022000004433403RW1P;26/07/2021;7;0,121;R
